"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
"30144","Kennesaw","GA","Atlanta-Sandy Springs-Roswell","Cobb County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.5,1660,1649,1695,1695,1799,1750,1805,1745,1775,1812.5,1783.5,1750,1807.5
"33914","Cape Coral","FL","Cape Coral-Fort Myers","Lee County",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2200,2500,2250,2650,2850,2500,2100,2350,2200,2500,2397.5,2399,2200
"75034","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475,2495,2587.5,2775,2575,2750,2695,3047.5,3200,2999.5,3150,3150,3050,2950,2725,3100,3100,3072.5,3100,2972.5,2950,2972.5,2925,2972.5,2650,2524.5,2972.5,3350,3075,2895,2800,2850,2995,2995
"77407","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850,1825,1850,1850,1900,1900,1900,2000,1950,1900,1950,1970,1999,1950,1950,1950,1785,1890,1900,1950,2000,2000,1995
"75093","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3100,2900,2984,2900,3005,2819,3099,3099,3012,2900,3074,2950,3024,2929.5,2970,3000
"70119","New Orleans","LA","New Orleans-Metairie","Orleans Parish",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1295,1297.5,1350,1325,1350,1362.5,1350,1375,1350,1300,1300,1300,1397.5,1300,1300,1300,1350,1300,1350,1325
"65202","Columbia","MO","Columbia","Boone County",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.5,900,900,900,925,950,950,950,925,950,950,925,950,950,925,925,950,950,925,950,950,955,950,925,927.5,950,950,950,950,950,995,997.5,960,955
"22554","Stafford","VA","Washington-Arlington-Alexandria","Stafford County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150,2150,2200,2250,2200,2275,2300,2200,2195,2200,2175,2200,2100,2200,2200,2330,2300,2300,2250,2272.5,2300,2200,2225
"89129","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.5,1495,1495,1500,1495,1511,1612.5,1500,1495,1580,1587.5,1547.5,1500,1500,1550,1650,1650,1650,1590,1599,1595,1610,1672.5,1645,1617.5,1617.5,1695,1772.5,1737.5,1690,1690,1725,1695,1620,1625
"92880","Eastvale","CA","Riverside-San Bernardino-Ontario","Riverside County",114,,,,,,,,,,,,,2300,2300,2300,2350,2300,2300,2300,2300,2300,2295,2300,2300,2300,2300,2300,2300,2290,2265,2300,2300,2300,2350,2300,2300,2300,2300,2300,2300,2300,2300,2350,2350,2300,2350,2300,2300,2300,2300,2300,2350,2300,2400,2400,2400,2400,2400,2400,2400,2400,2400,2412.5,2450,2400,2450,2500,2500,2300,2475,2500,2500,2499,2550,2550,2600,2587,2550,2550,2550,2550,2550,2500,2500,2500,2500,2572.5,2595,2600,2600,2600,2600,2600,2625,2600,2600,2600,2600,2600,2600,2600,2650,2650,2690,2600,2680,2750
"78258","San Antonio","TX","San Antonio-New Braunfels","Bexar County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2254,2089,2119.5,2195,2200,2195,2200,2283.5,2200,2287,2350,2250,2265,2295,2300,2295,2265,2275,2395,2295,2200,2300,2283.5,2310,2310,2286,2300
"33033","Homestead","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1600,1700,1800,1800,1800,1800,1850,1800,1825,1800,1850,1900,1900,1900,1800,1800,1850,1850,1900,1945,1900,1925,1900,1900,1935,1900,1875,1900,1917.5,1950,2000,2040,1985,2000,2000,1950,1950
"84043","Lehi","UT","Provo-Orem","Utah County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1895,1850,1799,1789,1764.5,1795,1795,1900,1850,1895,1850,1800,1872.5,1800,1875,1837.5
"47401","Bloomington","IN","Bloomington","Monroe County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,2950,2950,2775,2749.5,2625,2625,2400,2400,2500,2500,2800,3000,2800,2900,3000,2900,2775,2875
"75025","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100,2100,2100,2100,2150,2195,2200,2250,2225,2147,2100,2125,2195,2197.5,2225,2300,2292.5,2297.5,2295,2262.5,2250,2275,2200
"75024","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300,2262.5,2200,2147.5,2375,2500,2425,2295,2400,2400,2400,2495,2400,2425,2400,2400,2400,2500,2495,2550,2597.5,2425,2400
"66502","Manhattan","KS","Manhattan","Riley County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1440,1440,1400,1345,1325,1340,1262.5,1250,1200,1165,1295,1400,1410,1440,1395,1380,1300,1250,1200,1200,1200,1250,1350,1400,1400,1400,1400,1350,1295,1250,1200,1200,1150,1200,1360
"77406","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1985,1950,1985,2050,1999.5,1995,1900,1995,2000,1900,1900,1900,1972.5,2100,2100,1962.5,1950,1950,1850,1800,1797.5,1800,1875,2000,1825,1850,1850,1875,1900,1872.5,1900
"32837","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.5,1947.5,1938,1950,1950,2000,1995,1995,1995,2000,2100,2100,1995,1925,2075,2172.5,2020.5,2041,1997.5,2000,2045,1997,1995,1995,2050
"12866","Saratoga Springs","NY","Albany-Schenectady-Troy","Saratoga County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.5,2200,2250,2300,2600,2895,3000,2600,2600,2500,2500,2200,2200
"92037","San Diego","CA","San Diego-Carlsbad","San Diego County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250,7500,8000,8400,8000,7550,8000,7997.5,7995,7450,7500,8225,7500,7500,7995,7550,7350,6925,6995,8000,7400,8000,8300,9000,8500,8250,8000,7750,8000,7250,7500,8000,8800
"32259","Fruit Cove","FL","Jacksonville","Saint Johns County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1872.5,1900,2150,1997.5,2067.5,2102.5,2075,1925,1950,1995,2034.5,2000,1992.5,1992.5,2031,2170,2095,2072.5,2000,2100,2000,2150,2095,2150,2190,2150,2097.5,2195,2195,2122.5,2136,2172.5,2172.5,2000
"30809","Evans","GA","Augusta-Richmond County","Columbia County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1500,1575,1595,1562.5,1595,1600,1597.5,1550,1550,1595,1575,1595,1622.5,1550,1575,1562.5,1599,1650,1600,1550,1650,1675,1685,1600,1550,1600,1550,1650,1700,1700,1695,1650,1624.5,1647.5,1697.5
"34746","Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1500,1495,1497.5,1495,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599.5,1537.5,1550,1600,1662.5,1699,1650,1650,1700,1750,1675,1650,1695,1695,1700,1685,1650,1650,1705,1700,1700,1750,1797.5,1800,1750,1750,1770
"53703","Madison","WI","Madison","Dane County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,2185,2090,2185,2090,2107.5,2005,1980,1935,1845,1995,2185,2185,2185,1995,2007.5,1997,1990,1947.5,1935,1837.5,1810,1895,2145,2200,2100
"32746","Lake Mary","FL","Orlando-Kissimmee-Sanford","Seminole County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,2100,2195,2245,2350,2197.5,2200,2145,2000,2022.5,2047.5,2195,2295,2296,2200,2300,2325,2430,2300,2200,2295,2424.5,2336,2372.5,2395,2195,2190,2172.5,2395,2298,2281.5,2245,2397,2245
"61761","Normal","IL","Bloomington","McLean County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,435,435,435,435,435,435,435,480,480,480,480
"70115","New Orleans","LA","New Orleans-Metairie","Orleans Parish",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1675,1625,1700,1700,1572.5,1662.5,1775,1625,1750,1550,1800,1800,1950,1800,1600,1550,1600,1600,1700,1650
"77388","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1650,1695,1695,1675,1695,1700,1725,1800,1822,1799.5,1750,1750,1750,1762.5,1750,1750,1750,1745,1699,1700,1755,1795,1845,1849.5,1847,1800,1785,1790,1795,1775,1750
"30097","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2100,2000,2000,2050,2047.5,2200,2100,2050,2000,1995,2000,2050,2025,2050,2000,2100,2100,2100,2100,2197.5,2147.5,2100,2100,2150,2175,2200,2200,2300,2297.5,2300,2239,2100,2100,2140
"34786","Windermere","FL","Orlando-Kissimmee-Sanford","Orange County",135,,,,,,,,,,,,,,2000,2200,2100,2100,2100,2200,2100,2300,2275,2000,2260,2000,1995,1995,2047.5,2225,2295,2297.5,2295,2295,2200,2195,2100,2100,2100,2100,2100,2075,1900,2025,2050,2000,2050,1995,1990,2050,2075,2095,2200,2175,2237.5,2200,2412.5,2347.5,2275,2150,2100,2150,2200,2300,2337.5,2325,2385,2200,2200,2395,2232.5,2300,2360,2322.5,2400,2350,2500,2500,2450,2747.5,2574.5,2475,2450,2300,2400,2425,2537.5,2400,2400,2495,2400,2425,2500,2500,2525,2650,2600,2665,2537.5,2500,2650,2500,2458,2550,2450,2472.5,2650,2500
"78109","Converse","TX","San Antonio-New Braunfels","Bexar County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1437.5,1462.5,1475,1495,1525,1545,1545,1495,1450,1495,1495,1497,1525,1550,1549.5,1595,1550,1595,1600,1500,1550
"43201","Columbus","OH","Columbus","Franklin County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1840,1800,1800,1750,1740,1697.5,1600,1600,1600,1887.5,2030,2020,1960,1900,1900,1900,1850,1800,1800,1665,1800,1800,2112.5,2000,1999
"32824","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1562.5,1675,1697,1629,1600,1625,1695,1695,1750,1741,1772.5,1837,1774.5,1750,1767.5,1767.5,1800,1850,1847.5,1800,1850,1860,1875,1875,1863,1895,1850,1920,1895,1884.5,1875,1975,1930,1937.5,1885,1800
"30519","Buford","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",139,,,,,,,,,,,,,,,,1295,1297.5,1350,1350,1297.5,1295,1395,1375,1350,1395,1395,1395,1395,1305,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1550,1542.5,1500,1500,1525,1497.5,1507,1507.5,1500,1460,1522.5,1550,1597.5,1600,1610,1650,1635,1665,1647.5,1650,1650,1650,1676,1695,1700,1700,1700,1750,1700,1690,1700,1677.5,1700,1750,1797.5,1795,1750,1780,1795,1789.5,1790,1760,1750,1750,1775
"89131","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695,1680,1695,1697,1800,1800,1850,1772.5,1837.5,1785,1797.5,1797.5,1785,1790,1705,2000,2050,1857.5,1775,1750,1740,1695,1717.5
"30813","Grovetown","GA","Augusta-Richmond County","Columbia County",141,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1285,1300,1300,1300,1350,1395,1395,1395,1350,1375,1250,1312.5,1262.5,1300,1350,1350,1400,1400,1400,1350,1350,1395,1425,1397.5,1375,1362.5,1350,1350,1325,1395,1450,1400,1412.5,1400,1400,1400,1400,1395,1395,1400,1400,1400,1400,1425,1500,1485,1422.5,1425,1425
"19121","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",142,,,,,,,,,,,,2200,2400,2280,2300,2200,2195,2100,2000,2000,2000,2100,2195,2200,2200,2200,2260,2260,2100,2100,2000,2000,2000,2200,2400,2100,2200,2200,2200,2200,2092,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2200,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000,2200,2200,2400,2200,2200,2200,2200,2200,2200,2200,2200,2200,2400,2300,2300,2300,2240,2200,2200,2200,2200,2100,2100,2340,2400,2400,2400,2370,2320,2300,2287.5,2200,2200,2100,2100,2050,2400,2400
"77044","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1575,1587.5,1562.5,1550,1550,1525,1525,1525,1525,1547,1687.5,1550,1525,1599,1830,1895,1852.5,1800
"32712","Apopka","FL","Orlando-Kissimmee-Sanford","Orange County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,1795,1750,1800,1750,1825,1750,1755,1760,1783,1762.5,1792.5,1800,1795,1799,1795,1852.5,1795,1857.5,1875,1855,1795,1795,1797.5,1800,1860,1930,1950,1907.5,1910,1900,1967,1960,1895,1915
"92009","Carlsbad","CA","San Diego-Carlsbad","San Diego County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,3695,3672.5,3695,4045,3950,3800,3855,3925,3995,4137.5,3850,4100,4195,4350,3749,3797.5,3882.5,3897.5,3700,3872.5,4000,4100,4250,4200,3995,3975,4200,3900
"30039","Snellville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1467,1495,1475,1484,1559,1539.5,1498,1495,1487.5,1495,1495,1495,1505.5,1500,1564,1556,1550,1556,1549.5,1550,1506,1500,1520,1583,1595,1615,1595,1647.5,1640,1615,1615,1590,1640,1610
"33196","The Hammocks","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",147,,,,,2200,2200,2200,2300,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2290,2300,2200,2195,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2292,2299,2282,2289,2299,2299,2259,2295,2250,2295,2300,2300,2300,2300,2300,2300,2200,2275,2312.5,2272.5,2300,2300,2242.5,2285,2300,2400,2325,2300,2300,2300,2250,2450,2350,2500,2375,2450,2385,2250,2225,2285,2300,2293.5,2397.5,2400,2400,2400,2462.5,2500,2500,2500,2475,2500,2500,2450,2500,2532.5,2500,2500,2500,2500,2509.5,2500,2499.5,2450,2450,2487,2495,2498,2450,2445,2495,2437.5,2400,2397
"33032","Princeton","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2050,1875,1800,1800,1900,2000,2000,1999,1950,1950,1950,1950,1950,1900,1950,1950,2000,1987,1962.5,1975,2000,1950,2000,1950,1900,1950,1950,1900,1950,2000,2050,2100,2125,2200,2150,2200,2187,2150,2000
"77498","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1797.5,1850,1825,1850,1875,1875,1875,1800,1812.5,1795,1850,1825,1750,1750,1750,1700,1700,1700,1700,1700,1750,1850,1900,1800,1850,1800,1800,1800
"91765","Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5,2950,2950,3100,3000,2950,2900,2950,2950,2950,2975,2950,2997.5,2950,3000,2950,3000,2950,3125,3099,2995
"02130","Boston","MA","Boston-Cambridge-Newton","Suffolk County",151,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3050,3200,3100,3200,3200,3000,2975,3200,3200,3200,3000,3000,3000,3000,3100,3000,3000,3000,3000,3000,3312.5,3300,3400,3400,3400,3300,3200,3200,3000,3000,3000,3200,3400,3500,3400,3400,3450,3400,3400,3400,3350,3100,3200,2975,3300,3450,3425,3600,3600,3600,3600,3495,3495,3495,3500,3600,3600,3600,3600,3600,3695,3700,3700,3500,3400,3300,3300,3300,3500,3500,3600,3600,3600,3600,3695,3695,3400,3300,3400
"90275","Rancho Palos Verdes","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4950,4600,4650,4500,4550,4500,4497.5,4500,4400,4400,4899,4600,4750,5000,4600,4575,4600,4600
"02128","Boston","MA","Boston-Cambridge-Newton","Suffolk County",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2997.5,2950,2900,2900,2995,3100,3000,3000,3000,3000,3100,3100,3100,3100,3200,3200,3100,3100,3075,3000,3000,3000,3250,3300,3300,3300,3250,3200,3200,3200,3000,3100,3200
"02472","Watertown","MA","Boston-Cambridge-Newton","Middlesex County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,2950,2900,2950,2900,2850,2850,2850,3300,3250,3250,3200,2975,3000,3000,2875,2800,2800,3000,3100,3150,3200,3200,3300,3250,3275,3200,3200,3275,3250
"33018","Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2750,2700,2675,2750,2700,2737.5,2787.5,2787.5,2700,2650,2650,2600,2700,2700,2725,2675,2700,2775,2700,2700,2700,2700,2700,2700,2700,2700,2750,2750,2800,2850,2825,2800,2800
"30019","Dacula","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,1600,1639,1600,1587,1575,1580,1545,1585,1550,1595,1600,1662.5,1665,1700,1650,1650,1650,1695,1687.5,1687.5,1695,1697.5,1650,1695,1695,1807.5,1755,1795,1800,1697.5,1712,1795
"70118","New Orleans","LA","New Orleans-Metairie","Orleans Parish",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1525,1595,1562.5,1500,1425,1500,1525,1699.5,1750,1450,1612.5,1750,1600,1600,1600,1600,1500,1500,1400
"89128","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1475,1697.5,1600,1650,1737.5,1650,1650,1600,1595,1605,1600,1600,1700,1795,1699,1712,1750,1795,1795,1724.5,1699.5,1750,1825,1860,1975,1800,1895,1950,1870,1892.5,1885,1800,1700
"02139","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",159,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,3999.5,4000,3750,3800,3800,3700,3975,3900,3800,3800,3937.5,3950,3900,3850,3825,4000,4000,3800,3599,3550,3574.5,3699.5,3800,3925,4000,4000,4000,3800,3800,3600,3300,3250,3350,3500,3625,4000,4050,4300,4100,4000,4175,4000,3825,3950,3800,3987.5,4100,4100,4250,4387,4400,4250,4200,4100,4000,4000,4000,4000,4500,4449.5,4400,4400,4299,4400,4400,4250,4700,4600,4450,4500,4650,4650,4575,4550,4550,4400,4175,4000,3999,3920
"02138","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4800,4600,4500,4500,4500,4000,4000,4000,4000,4000,4050,4400,4400,4400,4400,4200,4400,4400,4200,4300,4400,4450,4600,4600,4600,4600,4800,4800,4800,4800,4800
"33193","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2400,2325,2310,2210,2237.5,2430,2375,2365,2367.5,2485,2365,2464.5,2474.5,2450,2400,2400,2499,2500,2500,2445,2370,2400,2314.5,2300,2435,2500,2430,2345,2450,2415,2375,2375,2300
"94582","San Ramon","CA","San Francisco-Oakland-Hayward","Contra Costa County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4100,4150,4300,4300,4450,4500,4350,4250,4295,4100,3995,4200,4200,4200,4000,4195,4100,4000,4000,4100,3800,3950,4000,4000,4000,3950,4000,4300,4100,4000,3900,3900,3997.5,3972.5
