"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
"76227","Aubrey","TX","Dallas-Fort Worth-Arlington","Denton County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839,1700,1812.5,1875,1862.5,1850,1912.5,1871,1850,1819.5,1858,1866,1854,1803,1826,1875,1895,1865,1850,1850,1875,1900
"77079","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175,3500,3495,3200,3500,3250,3400,3475,3395,3147.5,3095,3350,3220,3200,3170,3200,2900
"89139","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519,1597.5,1525,1595,1600,1695,1600,1600,1662.5,1650,1650,1750,1895,1699,1645,1650,1695,1800,1850,1750,1710,1795.5,1795,1772.5,1800,1997.5,1995,2000,1800,1797.5,1775,1792.5,1815,1930
"55414","Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2300,2400,2300,2250,2040,2000,2125,2200,2075,2400,2600,2600
"32092","Saint Augustine","FL","Jacksonville","Saint Johns County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1775,1797.5,1862.5,1875,1895,1895,1895,1885,1812.5,1847.5,1925,1895,1895,1967.5,1925,1992.5,1995,1995,1950,1932,1850,1850,1850,1850,1932.5,1945,1950,2000,2097.5,2075,2025,1999,1995,1995
"98006","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3495,3400,3300,3500,3599,3300,3300,3200,3200,3200,3350,3395,3225,3495,3495,3350,3400,3300,3300,3250,3600,3550,3500,3450,3297,3440,3380,3400,3450,3200,3195,2995,3100
"02446","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",169,,,,,,,,,,,,3300,3400,3425,3500,3600,3600,3600,3600,3600,3600,3695,3700,3700,3700,3750,3800,3800,3800,3799.5,3800,3700,3700,3695,3800,3800,3900,3999,4000,4100,3985,3950,3900,3800,3700,3700,3800,3900,3950,4000,4000,4000,4000,4000,4000,3950,3800,3800,3950,4000,4200,4200,4150,4100,4000,4000,3995,3950,3900,3825,3800,4100,4400,4450,4200,4200,4200,4100,4100,4125,4100,4000,4450,4700,4500,4500,4500,4400,4400,4500,4800,4625,4475,4400,4575,4600,4700,4700,4700,4690,4600,4500,4400,4400,4400,4500,4700
"76706","Waco","TX","Waco","McLennan County",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,1925,1875,1800,1800,1600,1650,1695,1450,1400,1400,1400,1550,1800
"95835","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.5,2099,2099,2195,2100,2100,2172.5,2195,2195,2197.5,2295,2250,2297.5,2300,2205,2195,2200,2187.5,2195,2295,2295,2297,2350,2385,2299,2295,2300,2295
"92591","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2150,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300,2300,2350,2322.5,2300,2250,2295,2395,2275,2200,2362.5,2250,2295,2320,2499.5,2500,2450,2450,2350,2300,2325
"73012","Edmond","OK","Oklahoma City","Oklahoma County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1972.5,1875,1822.5,1922.5,1762.5,1595,1870,1795,1785,1897.5,1747.5,1965,1950,1949,1922,2000,1925,1862.5
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",174,,2450,2500,2600,2545,2500,2600,2650,2625,2697.5,2625,2600,2500,2500,2600,2700,2600,2600,2570,2600,2672.5,2650,2595,2650,2700,2600,2700,2800,2650,2625,2600,2650,2600,2595,2525,2500,2600,2575,2587.5,2575,2600,2700,2600,2672.5,2600,2525,2500,2500,2570,2500,2500,2600,2625,2600,2624.5,2600,2650,2600,2600,2600,2700,2650,2600,2637.5,2595,2680,2597.5,2600,2695,2695,2500,2500,2700,2680,2650,2679,2685,2625,2700,2700,2650,2600,2675,2662.5,2750,2762.5,2800,2700,2857.5,2800,2792.5,2695,2837.5,2875,3000,3000,3050,3100,3040,2900,2850,2900,2900,2900,2799,2800,2900
"94531","Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2400,2400,2400,2400,2400,2495,2500,2400,2495,2472.5,2500,2500,2500,2500,2500,2600,2600,2625,2650,2550,2595,2695,2595,2600,2795
"32065","Orange Park","FL","Jacksonville","Clay County",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1660,1625,1572,1605,1610,1600,1595,1592.5,1600,1695,1684,1600,1695,1700,1695,1720,1650,1605,1641,1620,1662.5,1749.5,1750,1795,1800,1700,1779,1712.5,1700,1695
"77389","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2525,2695,2525,2497.5,2675,2500,2500,2500,2500,2500,2500,2525,2580,2600,2625,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2350,2310,2200,2325,2350,2380,2300,2300,2250,2200,2200,2422.5,2500,2445,2300,2250,2400,2500,2505,2500,2400,2400,2275,2100,2200,2225,2499,2357.5,2370,2425,2500,2395,2400,2480,2390,2350
"77073","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425,1450,1425,1425,1450,1500,1500,1495,1495,1495,1460.5,1475,1485,1500,1500,1505,1525,1525,1500,1500,1500,1512.5,1545,1500
"75033","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2250,2500,2550,2500,2475,2400,2395,2372.5,2250,2300,2400,2375,2350,2350,2397.5,2500,2495,2450,2497.5,2422.5,2500,2495,2490,2500,2600,2450,2495,2497.5,2490,2437.5,2400,2400,2250
"77493","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1700,1790,1800,1800,1800,1800,1850,1875,1850,1850,1750,1700,1700,1800,1800,1825,1825,1825,1825,1825,1825,1825,1775,1825,1797.5,1797.5,1800,1825,1800,1800,1850,1800,1750,1750
"89135","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,2075,2132.5,2150,2175,2100,2000,2000,2050,2032.5,2100,2150,2172.5,2250,2222.5,2075,2437.5,2800,2500,2500,2349,2495,2899,2722.5,2650,2700,2399,2200,2100,2200
"20007","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5000,4950,5500,5800,5450,5500,4875,4200,3950,4200,4400,4975,5050,5200,5950,5800,6200,5900,5600
"34758","Poinciana","FL","Lakeland-Winter Haven","Polk County",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1497.5,1500,1500,1550,1550,1600,1500,1465,1450,1500,1500,1499,1530,1525,1550,1570,1557.5,1600,1620.5,1590,1550,1540
"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2999,2975,2925,2950,3000,3000,2995,3050,2950,3000,3100,3100,2950,2950,3000,3145,3000,3025,3250,3200,3000,3000,3000
"33076","Parkland","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2899,2950,2871,2900,3015,3081.5,2975,3200,3200,3500,3500,3100,2987.5,3100,3082.5,3400,3425,3200,3175,3000,2985,3225,3225,3190,3100,3099.5,3072.5,3200,3179.5,3200,3200,3200,3250,3250,3350
"91326","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497.5,3500,3575,3525,3500,3680,3575,3550,3600,3500,3750,3937.5,3875,3950,3725,3825,3750,3750,3900,3900,3925,3699,3850,3500
"02125","Boston","MA","Boston-Cambridge-Newton","Suffolk County",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2700,2800,2900,2900,2900,3000,2800,2800,2600,2600,2400,2550,3000,3000,3000,3200,3200,3200,3100,3100,3000,2850,2850,2900,2875,2947.5,3150,3200,3200,3150,3000,2900,2850,2800,2800,3000,3175,3100,3200,3200,3125,3000,3000,3000,3000,3000,3000
"02840","Newport","RI","Providence-Warwick","Newport County",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2267.5,2285,2350,2450,2500,2700,2700,2600,2600,2400,2600,2400,2400,2400,2500,2600,2600,2800,2825,2900,2800,2900,2725,2500,2550,2525,2650,2800,2750,3000,2900,2925,3000,3125,3000,2775,2500,2600,2900
"33579","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",189,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1395,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1425,1450,1400,1412.5,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1485,1480,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1550,1550,1550,1595,1550,1590,1550,1575,1500,1595,1599,1600,1645,1650,1672.5,1660,1675,1690,1600,1600,1647.5,1650,1650,1695,1750,1749,1735,1700,1680,1685,1695,1712.5,1715,1730,1750,1747.5,1750,1725,1700,1700,1695,1750,1749,1710
"89081","North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",190,,,,,,,1295,1295,1250,1250,1200,1250,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1245,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1262.5,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350,1350,1400,1450,1472.5,1425,1425,1400,1495,1440,1455,1495,1522.5,1498,1550,1512.5,1595,1550,1600,1621.5,1600,1595,1574,1597.5
"30045","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1469,1465,1509.5,1569,1574.5,1556,1505,1525,1525,1545,1545,1560,1585,1575,1595,1600,1625,1600,1605,1642.5,1650,1650,1662.5,1655,1650,1615,1650,1650,1695,1675,1675,1695,1699.5,1650,1690
"89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1582,1600,1650,1625,1672.5,1612.5,1725,1650,1600,1617.5,1600,1650,1650,1650,1795,1800,1795,1675,1725,1800,1795,1892.5,1795,1880,1887.5,1895,1895,1937.5,2000,1925,1900,1895,1995,1950
"60624","Chicago","IL","Chicago-Naperville-Elgin","Cook County",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390,1350,1400,1375,1350,1375,1360,1350,1350,1400,1400,1400,1425,1375,1400,1400,1400,1400
"11937","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,48000,40000,39000,39000,39750,35000,35000,36000,38750,35000,35000,35000,35000,30000,30000,30000,28250,28500,27500,27500,25000,28000,27500,27000,27000,27000,27000,28666,30000,29000,26666,25000,22000,25000
"77041","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412.5,3350,3200,2945,3000,2997.5,2900,2900,2975,3000,3090,3095,2975,3000,3100,3150,3000,3150,2850,2825
"76109","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3700,3600,3300,3225,3000,2922.5,2975,2875,2949.5,2900,2900,2950,3000,3000,3000,2650
"02119","Boston","MA","Boston-Cambridge-Newton","Suffolk County",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3725,3650,3500,3500,3395,3300,3400,3300,3150,2980.5,2958,3200
"60621","Chicago","IL","Chicago-Naperville-Elgin","Cook County",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1200,1275,1350,1300,1325,1200,1250,1250,1250,1250,1250,1300,1250,1175,1250
"32832","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2050,2095,2000,1995,2000,2000,1995,2100,2095,2105,2075,2050,2100,2097.5,2192.5,2190,2095,1997.5,2050,2150,2175,2195,2095,2100,2200,2200,2150,2180,2200,2200,2200
"02143","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",200,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3300,3200,3200,3400,3100,3100,3100,3050,3000,3050,3100,3400,3450,3400,3400,3400,3250,3300,3250,3200,3195,3000,3100,3500,3475,3525,3500,3550,3400,3300,3325,3050,3000,3000,3000,3425,3400,3550,3800,3562.5,3800,3600,3200,3200,3000,3000,3400,3600,3700,3750,3765,3750,3500,3500,3600,3400,3300,3200,3500,3800,4050,4125,4100,4000,4000,3750,3750,3750,3750,3750,4000,4100,4300,4250,4200,3999.5,3800,3600,3500,3442.5
"02145","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",201,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2550,2550,2600,2600,2400,2400,2500,2600,2600,2800,2800,2875,2850,2862.5,2800,2600,2600,2600,2650,2700,2900,2850,2825,2800,2875,2900,2800,2800,2800,2800,2800,2900,2925,2850,3200,3175,3100,3087.5,3100,2987.5,2900,2800,3037.5,3200,3395,3400,3450,3475,3475,3475,3300,3300,3300,3075,3300,3800,3800,3775,3700,3600,3685,3850,3850,3800,3800,3600,3600,3897.5,3872,3800,3700,3685,3600,3585,3450,3300,3300
"33570","Ruskin","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1600,1595,1597.5,1617.5,1600,1630,1655,1696.5,1650,1675,1665,1662.5,1702.5,1675
"32221","Jacksonville","FL","Jacksonville","Duval County",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.5,1450,1450,1397.5,1432.5,1497.5,1470,1450,1472,1500,1442,1442,1497.5,1500
"75078","Prosper","TX","Dallas-Fort Worth-Arlington","Collin County",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2495,2300,2350,2450,2495,2450,2250,2300,2277,2375,2384.5,2310,2401,2404,2362.5,2337.5,2300
"02115","Boston","MA","Boston-Cambridge-Newton","Suffolk County",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5100,4900,4987.5,4800,4800,4875,4700,4500,5000,5200,5200,5300,5400,5400,5300,5100,5150,5150,4800,4600,4900,4600,4800
"02215","Boston","MA","Boston-Cambridge-Newton","Suffolk County",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,4850,4800,4550,4100,4200,4400,4250,4250,4400,4800,4850,5000,4600,4600,4500,4400,4300,4250,4400,4400,4600,4550,4725,4900,4800,4600,4600,4600,4500,4500,4600,4875,4875
"02144","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",207,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3300,3325,3300,3400,3400,3250,3250,3300,3200,3200,3200,3200,3200,3350,3200,3350,3500,3350,3200,3250,3200,3200,3200,3100,3275,3350,3450,3600,3700,3500,3400,3500,3500,3500,3400,3350,3600,3800,3600,3800,3900,3600,3400,3350,3350,3350,3425,3600,3900,4000,4000,4000,3900,3800,3600,3600,3600,3600,3600,3700,4200,4200,4000,4000,3962.5,3800,3800,3840,3840,3900,4000,4000,4600,4525,4400,4200,4000,3800,4000,4000,3800
"02134","Boston","MA","Boston-Cambridge-Newton","Suffolk County",208,,2600,2800,2750,2800,2675,2625,2650,2750,2600,2600,2800,3000,3000,3000,2950,2900,2800,2800,2800,2800,2800,2800,2900,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3300,3300,3300,3200,3200,3200,3100,3100,3100,3200,3400,3500,3500,3495,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3450,3200,3600,3762.5,3800,3800,3800,3800,3700,3700,3600,3600,3500,3500,3700,3800,3800,3800,3750,3700,3600,3600,3600,3600,3600,3700,3900
"33596","Valrico","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5,1947.5,1900,1885,2000,2095,2017.5,1997.5,1945,1940,1925,1925,1945,1975,1995,2000,2025,2000,1994.5,2045,2000,1925,1995
"02140","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4600,4400,4400,4400,4250,4000,3999,3800,3999,3750,3800,4200,4500,4500,4475,4200,4100,4000,4250,4350,4300,4300,4300,4450,4500,4600,4800,4800,4450,4200,4200,4200,4200
"33547","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1990,2097.5,2042.5,2040,2075,2150,2230,2300,2200,2265,2195,2050,2125,2100,2100,2050,2197.5,2250,2250,2350,2300,2225,2195,2195,2095
"33569","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1680,1667.5,1687.5,1670,1610,1610,1667.5,1695,1735,1745,1695,1725,1725,1695,1685,1695,1712.5,1700,1711,1740,1680,1770,1745,1745,1762.5,1797.5,1747.5,1749,1795
"33897","Davenport","FL","Lakeland-Winter Haven","Polk County",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1600,1665,1625,1600,1650,1700,1650,1700,1675,1650,1725,1750,1700,1650,1700,1600,1650,1645,1625,1788.5,1774.5,1700,1749.5,1749.5,1800,1825,1795,1750
"02121","Boston","MA","Boston-Cambridge-Newton","Suffolk County",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2425,2450,2450,2500,2512.5,2575,2575,2537.5,2550,2550,2550,2597.5,2625,2600,2600,2650,2550,2575,2500,2494,2500,2600,2600,2795,2795,2795,2650,2650,2575,2575
"95377","Tracy","CA","Stockton-Lodi","San Joaquin County",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347.5,2400,2400,2375,2400,2495,2500,2495,2395,2400,2400,2450,2500,2500,2500,2500,2490,2395,2500,2500,2500,2425
"78261","San Antonio","TX","San Antonio-New Braunfels","Bexar County",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2196.5,2100,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5,1800,1900,2047.5,2097.5,2095,2043,2000,2000,2000,1975,1882.5,2194,2195,2295,2275,2305,2315,2299.5,2200,2262,2278.5,2046.5
"94506","Danville","CA","San Francisco-Oakland-Hayward","Contra Costa County",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,4900,4950,5000,4975,4700,4700,4550,4475,4425,4500,4500,4647.5,4800,4995,4997.5,4500,4850,4850
"02445","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",218,,,,,,,,,,,,,,3050,3200,3200,3200,3200,3200,3150,3100,3100,3100,3100,3100,3200,3250,3250,3200,3300,3400,3275,3300,3200,3200,3200,3200,3380,3400,3400,3500,3600,3800,3600,3497.5,3400,3347.5,3395,3460,3500,3500,3600,3600,3600,3500,3400,3450,3500,3400,3400,3400,3750,3800,3800,3800,3750,3650,3600,3600,3475,3550,3400,3800,3800,3800,3862.5,4000,4000,3950,3895,3875,3800,3800,3800,3975,4000,3900,3900,3899,3800,3600,3725,3725,3700,3800,3900,4000,4200,4100,4000,4000,4000,3999.5,4000,4000,4000,4000
"33185","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2550,2600,2525,2500,2564.5,2575,2565,2600,2600,2595,2500,2550,2600,2680,2644,2650,2667.5,2600,2599,2595,2625,2600,2650,2600,2559,2500,2600,2600,2613.5,2765.5,2700,2700,2500,2600,2700,2700,2600,2600
"11968","Southampton","NY","New York-Newark-Jersey City","Suffolk County",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,35000,34500,35000,32500,30000,30000,30000,32000,30000,30000,30000,30000,32000,32000,35000,31666,33000,32500,30000,30000,27666,29000,28000
